realtime_start,realtime_end,date,value
2013-08-14,2023-01-02,1935-01-01,10.700
2013-08-14,2023-01-02,1935-02-01,10.700
2013-08-14,2023-01-02,1935-03-01,10.700
2013-08-14,2023-01-02,1935-04-01,10.700
2013-08-14,2023-01-02,1935-05-01,11.200
2013-08-14,2023-01-02,1935-06-01,11.300
2013-08-14,2023-01-02,1935-07-01,11.500
2013-08-14,2023-01-02,1935-08-01,11.600
2013-08-14,2023-01-02,1935-09-01,11.600
2013-08-14,2023-01-02,1935-10-01,11.600
2013-08-14,2023-01-02,1935-11-01,11.700
2013-08-14,2023-01-02,1935-12-01,11.600
2013-08-14,2023-01-02,1936-01-01,11.300
2013-08-14,2023-01-02,1936-02-01,11.100
2013-08-14,2023-01-02,1936-03-01,11.000
2013-08-14,2023-01-02,1936-04-01,11.000
2013-08-14,2023-01-02,1936-05-01,11.100
2013-08-14,2023-01-02,1936-06-01,11.200
2013-08-14,2023-01-02,1936-07-01,11.300
2013-08-14,2023-01-02,1936-08-01,11.300
2013-08-14,2023-01-02,1936-09-01,11.200
2013-08-14,2023-01-02,1936-10-01,11.100
2013-08-14,2023-01-02,1936-11-01,10.900
2013-08-14,2023-01-02,1936-12-01,10.900
2013-08-14,2023-01-02,1937-01-01,11.100
2013-08-14,2023-01-02,1937-02-01,11.300
2013-08-14,2023-01-02,1937-03-01,11.300
2013-08-14,2023-01-02,1937-04-01,11.300
2013-08-14,2023-01-02,1937-05-01,11.300
2013-08-14,2023-01-02,1937-06-01,11.200
2013-08-14,2023-01-02,1937-07-01,11.100
2013-08-14,2023-01-02,1937-08-01,11.000
2013-08-14,2023-01-02,1937-09-01,11.400
2013-08-14,2023-01-02,1937-10-01,11.600
2013-08-14,2023-01-02,1937-11-01,11.500
2013-08-14,2023-01-02,1937-12-01,11.500
2013-08-14,2023-01-02,1938-01-01,11.400
2013-08-14,2023-01-02,1938-02-01,11.400
2013-08-14,2023-01-02,1938-03-01,11.300
2013-08-14,2023-01-02,1938-04-01,11.100
2013-08-14,2023-01-02,1938-05-01,11.000
2013-08-14,2023-01-02,1938-06-01,10.900
2013-08-14,2023-01-02,1938-07-01,10.800
2013-08-14,2023-01-02,1938-08-01,10.700
2013-08-14,2023-01-02,1938-09-01,10.600
2013-08-14,2023-01-02,1938-10-01,10.600
2013-08-14,2023-01-02,1938-11-01,10.600
2013-08-14,2023-01-02,1938-12-01,10.700
2013-08-14,2023-01-02,1939-01-01,10.600
2013-08-14,2023-01-02,1939-02-01,10.600
2013-08-14,2023-01-02,1939-03-01,10.600
2013-08-14,2023-01-02,1939-04-01,10.600
2013-08-14,2023-01-02,1939-05-01,10.600
2013-08-14,2023-01-02,1939-06-01,10.700
2013-08-14,2023-01-02,1939-07-01,10.700
2013-08-14,2023-01-02,1939-08-01,10.700
2013-08-14,2023-01-02,1939-09-01,13.300
2013-08-14,2023-01-02,1939-10-01,12.900
2013-08-14,2023-01-02,1939-11-01,12.100
2013-08-14,2023-01-02,1939-12-01,11.600
2013-08-14,2023-01-02,1940-01-01,11.200
2013-08-14,2023-01-02,1940-02-01,11.100
2013-08-14,2023-01-02,1940-03-01,11.000
2013-08-14,2023-01-02,1940-04-01,10.900
2013-08-14,2023-01-02,1940-05-01,10.900
2013-08-14,2023-01-02,1940-06-01,10.900
2013-08-14,2023-01-02,1940-07-01,10.700
2013-08-14,2023-01-02,1940-08-01,10.700
2013-08-14,2023-01-02,1940-09-01,10.600
2013-08-14,2023-01-02,1940-10-01,10.600
2013-08-14,2023-01-02,1940-11-01,10.600
2013-08-14,2023-01-02,1940-12-01,10.600
2013-08-14,2023-01-02,1941-01-01,10.600
2013-08-14,2023-01-02,1941-02-01,10.700
2013-08-14,2023-01-02,1941-03-01,11.000
