realtime_start,realtime_end,date,value
2013-08-14,2023-01-02,1998-02-01,160.000
2013-08-14,2023-01-02,1998-03-01,160.200
2013-08-14,2023-01-02,1998-04-01,160.200
2013-08-14,2023-01-02,1998-05-01,160.800
2013-08-14,2023-01-02,1998-06-01,160.500
2013-08-14,2023-01-02,1998-07-01,160.900
2013-08-14,2023-01-02,1998-08-01,161.400
2013-08-14,2023-01-02,1998-09-01,161.200
2013-08-14,2023-01-02,1998-10-01,162.500
2013-08-14,2023-01-02,1998-11-01,162.700
2013-08-14,2023-01-02,1998-12-01,162.800
2013-08-14,2023-01-02,1999-01-01,163.400
2013-08-14,2023-01-02,1999-02-01,163.800
2013-08-14,2023-01-02,1999-03-01,163.400
2013-08-14,2023-01-02,1999-04-01,163.600
2013-08-14,2023-01-02,1999-05-01,164.000
2013-08-14,2023-01-02,1999-06-01,163.900
2013-08-14,2023-01-02,1999-07-01,163.900
2013-08-14,2023-01-02,1999-08-01,164.100
2013-08-14,2023-01-02,1999-09-01,164.700
2013-08-14,2023-01-02,1999-10-01,165.100
2013-08-14,2023-01-02,1999-11-01,165.400
2013-08-14,2023-01-02,1999-12-01,165.500
2013-08-14,2023-01-02,2000-01-01,165.300
2013-08-14,2023-01-02,2000-02-01,166.100
2013-08-14,2023-01-02,2000-03-01,166.400
2013-08-14,2023-01-02,2000-04-01,166.600
2013-08-14,2023-01-02,2000-05-01,167.400
2013-08-14,2023-01-02,2000-06-01,167.500
2013-08-14,2023-01-02,2000-07-01,168.500
2013-08-14,2023-01-02,2000-08-01,169.000
2013-08-14,2023-01-02,2000-09-01,169.100
2013-08-14,2023-01-02,2000-10-01,169.000
2013-08-14,2023-01-02,2000-11-01,169.200
2013-08-14,2023-01-02,2000-12-01,170.200
2013-08-14,2023-01-02,2001-01-01,170.400
2013-08-14,2023-01-02,2001-02-01,171.600
2013-08-14,2023-01-02,2001-03-01,172.100
2013-08-14,2023-01-02,2001-04-01,172.500
2013-08-14,2023-01-02,2001-05-01,172.800
2013-08-14,2023-01-02,2001-06-01,173.500
2013-08-14,2023-01-02,2001-07-01,174.000
2013-08-14,2023-01-02,2001-08-01,174.400
2013-08-14,2023-01-02,2001-09-01,174.400
2013-08-14,2023-01-02,2001-10-01,175.100
2013-08-14,2023-01-02,2001-11-01,175.100
2013-08-14,2023-01-02,2001-12-01,174.700
2013-08-14,2023-01-02,2002-01-01,175.400
2013-08-14,2023-01-02,2002-02-01,175.700
2013-08-14,2023-01-02,2002-03-01,176.200
2013-08-14,2023-01-02,2002-04-01,176.700
2013-08-14,2023-01-02,2002-05-01,175.500
2013-08-14,2023-01-02,2002-06-01,175.200
2013-08-14,2023-01-02,2002-07-01,175.300
2013-08-14,2023-01-02,2002-08-01,175.100
2013-08-14,2023-01-02,2002-09-01,175.400
2013-08-14,2023-01-02,2002-10-01,175.000
2013-08-14,2023-01-02,2002-11-01,175.700
2013-08-14,2023-01-02,2002-12-01,175.900
2013-08-14,2023-01-02,2003-01-01,176.000
2013-08-14,2023-01-02,2003-02-01,177.200
2013-08-14,2023-01-02,2003-03-01,177.500
2013-08-14,2023-01-02,2003-04-01,177.600
2013-08-14,2023-01-02,2003-05-01,177.900
2013-08-14,2023-01-02,2003-06-01,179.200
2013-08-14,2023-01-02,2003-07-01,179.000
2013-08-14,2023-01-02,2003-08-01,180.000
2013-08-14,2023-01-02,2003-09-01,180.500
2013-08-14,2023-01-02,2003-10-01,181.400
2013-08-14,2023-01-02,2003-11-01,182.700
2013-08-14,2023-01-02,2003-12-01,183.900
2013-08-14,2023-01-02,2004-01-01,183.300
2013-08-14,2023-01-02,2004-02-01,183.700
2013-08-14,2023-01-02,2004-03-01,184.100
2013-08-14,2023-01-02,2004-04-01,184.300
2013-08-14,2023-01-02,2004-05-01,186.600
2013-08-14,2023-01-02,2004-06-01,187.000
2013-08-14,2023-01-02,2004-07-01,187.200
2013-08-14,2023-01-02,2004-08-01,187.000
2013-08-14,2023-01-02,2004-09-01,186.400
2013-08-14,2023-01-02,2004-10-01,187.700
2013-08-14,2023-01-02,2004-11-01,188.600
2013-08-14,2023-01-02,2004-12-01,188.400
2013-08-14,2023-01-02,2005-01-01,188.100
2013-08-14,2023-01-02,2005-02-01,187.700
2013-08-14,2023-01-02,2005-03-01,188.100
2013-08-14,2023-01-02,2005-04-01,190.000
2013-08-14,2023-01-02,2005-05-01,190.200
2013-08-14,2023-01-02,2005-06-01,189.600
2013-08-14,2023-01-02,2005-07-01,190.000
2013-08-14,2023-01-02,2005-08-01,189.800
2013-08-14,2023-01-02,2005-09-01,190.200
2013-08-14,2023-01-02,2005-10-01,190.600
2013-08-14,2023-01-02,2005-11-01,191.400
2013-08-14,2023-01-02,2005-12-01,191.700
2013-08-14,2023-01-02,2006-01-01,192.500
2013-08-14,2023-01-02,2006-02-01,192.200
2013-08-14,2023-01-02,2006-03-01,192.300
2013-08-14,2023-01-02,2006-04-01,191.800
2013-08-14,2023-01-02,2006-05-01,191.800
2013-08-14,2023-01-02,2006-06-01,192.400
2013-08-14,2023-01-02,2006-07-01,192.800
2013-08-14,2023-01-02,2006-08-01,193.400
2013-08-14,2023-01-02,2006-09-01,194.300
2013-08-14,2023-01-02,2006-10-01,194.800
2013-08-14,2023-01-02,2006-11-01,194.600
2013-08-14,2023-01-02,2006-12-01,194.400
2013-08-14,2023-01-02,2007-01-01,195.918
2013-08-14,2023-01-02,2007-02-01,197.735
2013-08-14,2023-01-02,2007-03-01,198.816
2013-08-14,2023-01-02,2007-04-01,199.250
2013-08-14,2023-01-02,2007-05-01,200.237
2013-08-14,2023-01-02,2007-06-01,201.151
2013-08-14,2023-01-02,2007-07-01,201.596
2013-08-14,2023-01-02,2007-08-01,202.338
2013-08-14,2023-01-02,2007-09-01,203.300
2013-08-14,2023-01-02,2007-10-01,204.081
2013-08-14,2023-01-02,2007-11-01,205.119
2013-08-14,2023-01-02,2007-12-01,205.503
2013-08-14,2023-01-02,2008-01-01,207.100
2013-08-14,2023-01-02,2008-02-01,207.854
2013-08-14,2023-01-02,2008-03-01,208.093
2013-08-14,2023-01-02,2008-04-01,210.897
2013-08-14,2023-01-02,2008-05-01,211.800
2013-08-14,2023-01-02,2008-06-01,213.331
2013-08-14,2023-01-02,2008-07-01,216.028
2013-08-14,2023-01-02,2008-08-01,217.449
2013-08-14,2023-01-02,2008-09-01,218.757
2013-08-14,2023-01-02,2008-10-01,219.532
2013-08-14,2023-01-02,2008-11-01,219.662
2013-08-14,2023-01-02,2008-12-01,219.163
2013-08-14,2014-02-17,2009-01-01,218.908
2014-02-18,2023-01-02,2009-01-01,218.953
2013-08-14,2014-02-17,2009-02-01,217.972
2014-02-18,2023-01-02,2009-02-01,217.930
2013-08-14,2014-02-17,2009-03-01,216.978
2014-02-18,2023-01-02,2009-03-01,216.949
2013-08-14,2014-02-17,2009-04-01,215.782
2014-02-18,2023-01-02,2009-04-01,215.807
2013-08-14,2014-02-17,2009-05-01,215.003
2014-02-18,2023-01-02,2009-05-01,215.064
2013-08-14,2014-02-17,2009-06-01,214.918
2014-02-18,2023-01-02,2009-06-01,214.953
2013-08-14,2014-02-17,2009-07-01,213.984
2014-02-18,2023-01-02,2009-07-01,214.047
2013-08-14,2014-02-17,2009-08-01,213.813
2014-02-18,2023-01-02,2009-08-01,213.769
2013-08-14,2014-02-17,2009-09-01,213.309
2014-02-18,2023-01-02,2009-09-01,213.299
2013-08-14,2014-02-17,2009-10-01,213.496
2014-02-18,2023-01-02,2009-10-01,213.472
2013-08-14,2014-02-17,2009-11-01,213.416
2014-02-18,2023-01-02,2009-11-01,213.383
2013-08-14,2014-02-17,2009-12-01,213.887
2014-02-18,2023-01-02,2009-12-01,213.839
2013-08-14,2014-02-17,2010-01-01,214.622
2014-02-18,2015-02-19,2010-01-01,214.665
2015-02-20,2023-01-02,2010-01-01,214.738
2013-08-14,2014-02-17,2010-02-01,214.758
2014-02-18,2015-02-19,2010-02-01,214.676
2015-02-20,2023-01-02,2010-02-01,214.728
2013-08-14,2014-02-17,2010-03-01,215.447
2014-02-18,2015-02-19,2010-03-01,215.428
2015-02-20,2023-01-02,2010-03-01,215.550
2013-08-14,2014-02-17,2010-04-01,215.613
2014-02-18,2015-02-19,2010-04-01,215.659
2015-02-20,2023-01-02,2010-04-01,215.721
2013-08-14,2014-02-17,2010-05-01,215.676
2014-02-18,2015-02-19,2010-05-01,215.747
2015-02-20,2023-01-02,2010-05-01,215.717
2013-08-14,2014-02-17,2010-06-01,215.435
2014-02-18,2015-02-19,2010-06-01,215.490
2015-02-20,2023-01-02,2010-06-01,215.476
2013-08-14,2014-02-17,2010-07-01,215.450
2014-02-18,2015-02-19,2010-07-01,215.516
2015-02-20,2023-01-02,2010-07-01,215.451
2013-08-14,2014-02-17,2010-08-01,215.457
2014-02-18,2015-02-19,2010-08-01,215.424
2015-02-20,2023-01-02,2010-08-01,215.361
2013-08-14,2014-02-17,2010-09-01,216.238
2014-02-18,2015-02-19,2010-09-01,216.219
2015-02-20,2023-01-02,2010-09-01,216.166
2013-08-14,2014-02-17,2010-10-01,216.627
2014-02-18,2015-02-19,2010-10-01,216.573
2015-02-20,2023-01-02,2010-10-01,216.534
2013-08-14,2014-02-17,2010-11-01,217.194
2014-02-18,2015-02-19,2010-11-01,217.142
2015-02-20,2023-01-02,2010-11-01,217.105
2013-08-14,2014-02-17,2010-12-01,217.489
2014-02-18,2015-02-19,2010-12-01,217.442
2015-02-20,2023-01-02,2010-12-01,217.419
2013-08-14,2014-02-17,2011-01-01,219.223
2014-02-18,2015-02-19,2011-01-01,219.272
2015-02-20,2016-02-18,2011-01-01,219.371
2016-02-19,2023-01-02,2011-01-01,219.251
2013-08-14,2014-02-17,2011-02-01,220.902
2014-02-18,2015-02-19,2011-02-01,220.812
2015-02-20,2016-02-18,2011-02-01,220.893
2016-02-19,2023-01-02,2011-02-01,220.732
2013-08-14,2014-02-17,2011-03-01,223.214
2014-02-18,2015-02-19,2011-03-01,223.209
2015-02-20,2016-02-18,2011-03-01,223.344
2016-02-19,2023-01-02,2011-03-01,223.193
2013-08-14,2014-02-17,2011-04-01,224.023
2014-02-18,2015-02-19,2011-04-01,224.068
2015-02-20,2016-02-18,2011-04-01,224.160
2016-02-19,2023-01-02,2011-04-01,224.098
2013-08-14,2014-02-17,2011-05-01,225.227
2014-02-18,2015-02-19,2011-05-01,225.335
2015-02-20,2016-02-18,2011-05-01,225.221
2016-02-19,2023-01-02,2011-05-01,225.295
2013-08-14,2014-02-17,2011-06-01,225.667
2014-02-18,2015-02-19,2011-06-01,225.734
2015-02-20,2016-02-18,2011-06-01,225.710
2016-02-19,2023-01-02,2011-06-01,225.857
2013-08-14,2014-02-17,2011-07-01,227.146
2014-02-18,2015-02-19,2011-07-01,227.216
2015-02-20,2016-02-18,2011-07-01,227.109
2016-02-19,2023-01-02,2011-07-01,227.178
2013-08-14,2014-02-17,2011-08-01,228.455
2014-02-18,2015-02-19,2011-08-01,228.404
2015-02-20,2016-02-18,2011-08-01,228.344
2016-02-19,2023-01-02,2011-08-01,228.492
2013-08-14,2014-02-17,2011-09-01,229.821
2014-02-18,2015-02-19,2011-09-01,229.795
2015-02-20,2016-02-18,2011-09-01,229.768
2016-02-19,2023-01-02,2011-09-01,229.927
2013-08-14,2014-02-17,2011-10-01,230.144
2014-02-18,2015-02-19,2011-10-01,230.063
2015-02-20,2016-02-18,2011-10-01,230.065
2016-02-19,2023-01-02,2011-10-01,229.992
2013-08-14,2014-02-17,2011-11-01,230.099
2014-02-18,2015-02-19,2011-11-01,230.038
2015-02-20,2016-02-18,2011-11-01,229.999
2016-02-19,2023-01-02,2011-11-01,229.947
2013-08-14,2014-02-17,2011-12-01,230.584
2014-02-18,2015-02-19,2011-12-01,230.513
2015-02-20,2016-02-18,2011-12-01,230.477
2016-02-19,2023-01-02,2011-12-01,230.424
2013-08-14,2014-02-17,2012-01-01,230.907
2014-02-18,2015-02-19,2012-01-01,230.968
2015-02-20,2016-02-18,2012-01-01,231.070
2016-02-19,2017-02-12,2012-01-01,230.934
2017-02-13,2023-01-02,2012-01-01,230.948
2013-08-14,2014-02-17,2012-02-01,230.842
2014-02-18,2015-02-19,2012-02-01,230.750
2015-02-20,2016-02-18,2012-02-01,230.894
2016-02-19,2017-02-12,2012-02-01,230.705
2017-02-13,2023-01-02,2012-02-01,230.612
2013-08-14,2014-02-17,2012-03-01,231.170
2014-02-18,2015-02-19,2012-03-01,231.187
2015-02-20,2016-02-18,2012-03-01,231.315
2016-02-19,2017-02-12,2012-03-01,231.207
2017-02-13,2023-01-02,2012-03-01,231.051
2013-08-14,2014-02-17,2012-04-01,231.433
2014-02-18,2015-02-19,2012-04-01,231.483
2015-02-20,2016-02-18,2012-04-01,231.576
2016-02-19,2017-02-12,2012-04-01,231.595
2017-02-13,2023-01-02,2012-04-01,231.397
2013-08-14,2014-02-17,2012-05-01,231.326
2014-02-18,2015-02-19,2012-05-01,231.459
2015-02-20,2016-02-18,2012-05-01,231.285
2016-02-19,2017-02-12,2012-05-01,231.434
2017-02-13,2023-01-02,2012-05-01,231.320
2013-08-14,2014-02-17,2012-06-01,231.588
2014-02-18,2015-02-19,2012-06-01,231.654
2015-02-20,2016-02-18,2012-06-01,231.591
2016-02-19,2017-02-12,2012-06-01,231.802
2017-02-13,2023-01-02,2012-06-01,231.713
2013-08-14,2014-02-17,2012-07-01,231.604
2014-02-18,2015-02-19,2012-07-01,231.673
2015-02-20,2016-02-18,2012-07-01,231.492
2016-02-19,2017-02-12,2012-07-01,231.602
2017-02-13,2023-01-02,2012-07-01,231.658
2013-08-14,2014-02-17,2012-08-01,231.832
2014-02-18,2015-02-19,2012-08-01,231.769
2015-02-20,2016-02-18,2012-08-01,231.682
2016-02-19,2017-02-12,2012-08-01,231.805
2017-02-13,2023-01-02,2012-08-01,231.853
2013-08-14,2014-02-17,2012-09-01,231.709
2014-02-18,2015-02-19,2012-09-01,231.683
2015-02-20,2016-02-18,2012-09-01,231.670
2016-02-19,2017-02-12,2012-09-01,231.747
2017-02-13,2023-01-02,2012-09-01,231.789
2013-08-14,2014-02-17,2012-10-01,232.407
2014-02-18,2015-02-19,2012-10-01,232.297
2015-02-20,2016-02-18,2012-10-01,232.386
2016-02-19,2017-02-12,2012-10-01,232.201
2017-02-13,2023-01-02,2012-10-01,232.398
2013-08-14,2014-02-17,2012-11-01,233.047
2014-02-18,2015-02-19,2012-11-01,232.976
2015-02-20,2016-02-18,2012-11-01,232.987
2016-02-19,2017-02-12,2012-11-01,232.837
2017-02-13,2023-01-02,2012-11-01,232.883
2013-08-14,2014-02-17,2012-12-01,233.478
2014-02-18,2015-02-19,2012-12-01,233.396
2015-02-20,2016-02-18,2012-12-01,233.387
2016-02-19,2017-02-12,2012-12-01,233.301
2017-02-13,2023-01-02,2012-12-01,233.374
2013-08-14,2014-02-17,2013-01-01,233.438
2014-02-18,2015-02-19,2013-01-01,233.504
2015-02-20,2016-02-18,2013-01-01,233.631
2016-02-19,2017-02-12,2013-01-01,233.512
2017-02-13,2018-02-13,2013-01-01,233.560
2018-02-14,2023-01-02,2013-01-01,233.696
2013-08-14,2014-02-17,2013-02-01,233.676
2014-02-18,2015-02-19,2013-02-01,233.587
2015-02-20,2016-02-18,2013-02-01,233.758
2016-02-19,2017-02-12,2013-02-01,233.580
2017-02-13,2018-02-13,2013-02-01,233.501
2018-02-14,2023-01-02,2013-02-01,233.526
2013-08-14,2014-02-17,2013-03-01,233.553
2014-02-18,2015-02-19,2013-03-01,233.594
2015-02-20,2016-02-18,2013-03-01,233.696
2016-02-19,2017-02-12,2013-03-01,233.653
2017-02-13,2018-02-13,2013-03-01,233.614
2018-02-14,2023-01-02,2013-03-01,233.580
2013-08-14,2014-02-17,2013-04-01,233.790
2014-02-18,2015-02-19,2013-04-01,233.816
2015-02-20,2016-02-18,2013-04-01,233.898
2016-02-19,2017-02-12,2013-04-01,233.992
2017-02-13,2018-02-13,2013-04-01,233.857
2018-02-14,2023-01-02,2013-04-01,233.776
2013-08-14,2014-02-17,2013-05-01,233.114
2014-02-18,2015-02-19,2013-05-01,233.266
2015-02-20,2016-02-18,2013-05-01,233.022
2016-02-19,2017-02-12,2013-05-01,233.277
2017-02-13,2018-02-13,2013-05-01,233.221
2018-02-14,2023-01-02,2013-05-01,233.184
2013-08-14,2014-02-17,2013-06-01,233.579
2014-02-18,2015-02-19,2013-06-01,233.648
2015-02-20,2016-02-18,2013-06-01,233.552
2016-02-19,2017-02-12,2013-06-01,233.835
2017-02-13,2018-02-13,2013-06-01,233.790
2018-02-14,2023-01-02,2013-06-01,233.809
2013-08-15,2014-02-17,2013-07-01,233.908
2014-02-18,2015-02-19,2013-07-01,233.972
2015-02-20,2016-02-18,2013-07-01,233.749
2016-02-19,2017-02-12,2013-07-01,233.891
2017-02-13,2018-02-13,2013-07-01,233.917
2018-02-14,2023-01-02,2013-07-01,233.893
2013-09-17,2014-02-17,2013-08-01,234.149
2014-02-18,2015-02-19,2013-08-01,234.090
2015-02-20,2016-02-18,2013-08-01,233.995
2016-02-19,2017-02-12,2013-08-01,234.093
2017-02-13,2018-02-13,2013-08-01,234.099
2018-02-14,2023-01-02,2013-08-01,234.073
2013-10-30,2014-02-17,2013-09-01,234.150
2014-02-18,2015-02-19,2013-09-01,234.113
2015-02-20,2016-02-18,2013-09-01,234.107
2016-02-19,2017-02-12,2013-09-01,234.070
2017-02-13,2018-02-13,2013-09-01,234.076
2018-02-14,2023-01-02,2013-09-01,234.040
2013-11-20,2014-02-17,2013-10-01,234.374
2014-02-18,2015-02-19,2013-10-01,234.229
2015-02-20,2016-02-18,2013-10-01,234.379
2016-02-19,2017-02-12,2013-10-01,234.076
2017-02-13,2018-02-13,2013-10-01,234.183
2018-02-14,2023-01-02,2013-10-01,234.219
2013-12-17,2014-02-17,2013-11-01,234.390
2014-02-18,2015-02-19,2013-11-01,234.302
2015-02-20,2016-02-18,2013-11-01,234.359
2016-02-19,2017-02-12,2013-11-01,234.102
2017-02-13,2018-02-13,2013-11-01,234.099
2018-02-14,2023-01-02,2013-11-01,234.144
2014-01-16,2014-02-17,2013-12-01,234.381
2014-02-18,2015-02-19,2013-12-01,234.283
2015-02-20,2016-02-18,2013-12-01,234.296
2016-02-19,2017-02-12,2013-12-01,234.182
2017-02-13,2018-02-13,2013-12-01,234.243
2018-02-14,2023-01-02,2013-12-01,234.318
2014-02-20,2015-02-19,2014-01-01,234.515
2015-02-20,2016-02-18,2014-01-01,234.695
2016-02-19,2017-02-12,2014-01-01,234.554
2017-02-13,2018-02-13,2014-01-01,234.623
2018-02-14,2019-02-10,2014-01-01,234.731
2019-02-11,2023-01-02,2014-01-01,234.722
2014-03-18,2015-02-19,2014-02-01,235.636
2015-02-20,2016-02-18,2014-02-01,235.834
2016-02-19,2017-02-12,2014-02-01,235.655
2017-02-13,2018-02-13,2014-02-01,235.549
2018-02-14,2019-02-10,2014-02-01,235.629
2019-02-11,2023-01-02,2014-02-01,235.781
2014-04-15,2015-02-19,2014-03-01,236.808
2015-02-20,2016-02-18,2014-03-01,236.915
2016-02-19,2017-02-12,2014-03-01,236.967
2017-02-13,2018-02-13,2014-03-01,236.979
2018-02-14,2019-02-10,2014-03-01,236.902
2019-02-11,2023-01-02,2014-03-01,237.055
2014-05-15,2015-02-19,2014-04-01,237.853
2015-02-20,2016-02-18,2014-04-01,237.907
2016-02-19,2017-02-12,2014-04-01,238.112
2017-02-13,2018-02-13,2014-04-01,238.022
2018-02-14,2019-02-10,2014-04-01,237.874
2019-02-11,2023-01-02,2014-04-01,237.942
2014-06-17,2015-02-19,2014-05-01,239.483
2015-02-20,2016-02-18,2014-05-01,239.190
2016-02-19,2017-02-12,2014-05-01,239.607
2017-02-13,2018-02-13,2014-05-01,239.589
2018-02-14,2019-02-10,2014-05-01,239.508
2019-02-11,2023-01-02,2014-05-01,239.611
2014-07-22,2015-02-19,2014-06-01,239.368
2015-02-20,2016-02-18,2014-06-01,239.216
2016-02-19,2017-02-12,2014-06-01,239.614
2017-02-13,2018-02-13,2014-06-01,239.640
2018-02-14,2019-02-10,2014-06-01,239.627
2019-02-11,2023-01-02,2014-06-01,239.682
2014-08-19,2015-02-19,2014-07-01,240.314
2015-02-20,2016-02-18,2014-07-01,240.039
2016-02-19,2017-02-12,2014-07-01,240.208
2017-02-13,2018-02-13,2014-07-01,240.226
2018-02-14,2019-02-10,2014-07-01,240.157
2019-02-11,2023-01-02,2014-07-01,240.154
2014-09-17,2015-02-19,2014-08-01,240.879
2015-02-20,2016-02-18,2014-08-01,240.777
2016-02-19,2017-02-12,2014-08-01,240.812
2017-02-13,2018-02-13,2014-08-01,240.837
2018-02-14,2019-02-10,2014-08-01,240.802
2019-02-11,2023-01-02,2014-08-01,240.692
2014-10-22,2015-02-19,2014-09-01,241.649
2015-02-20,2016-02-18,2014-09-01,241.619
2016-02-19,2017-02-12,2014-09-01,241.451
2017-02-13,2018-02-13,2014-09-01,241.453
2018-02-14,2019-02-10,2014-09-01,241.428
2019-02-11,2023-01-02,2014-09-01,241.328
2014-11-20,2015-02-19,2014-10-01,241.900
2015-02-20,2016-02-18,2014-10-01,242.053
2016-02-19,2017-02-12,2014-10-01,241.604
2017-02-13,2018-02-13,2014-10-01,241.630
2018-02-14,2019-02-10,2014-10-01,241.722
2019-02-11,2023-01-02,2014-10-01,241.620
2014-12-17,2015-02-19,2014-11-01,242.223
2015-02-20,2016-02-18,2014-11-01,242.309
2016-02-19,2017-02-12,2014-11-01,241.942
2017-02-13,2018-02-13,2014-11-01,241.903
2018-02-14,2019-02-10,2014-11-01,241.980
2019-02-11,2023-01-02,2014-11-01,241.912
2015-01-16,2015-02-19,2014-12-01,242.865
2015-02-20,2016-02-18,2014-12-01,242.893
2016-02-19,2017-02-12,2014-12-01,242.763
2017-02-13,2018-02-13,2014-12-01,242.806
2018-02-14,2019-02-10,2014-12-01,242.955
2019-02-11,2023-01-02,2014-12-01,242.893
2015-02-26,2016-02-18,2015-01-01,242.446
2016-02-19,2017-02-12,2015-01-01,242.343
2017-02-13,2018-02-13,2015-01-01,242.435
2018-02-14,2019-02-10,2015-01-01,242.573
2019-02-11,2020-02-10,2015-01-01,242.548
2020-02-11,2023-01-02,2015-01-01,242.553
2015-03-24,2016-02-18,2015-02-01,242.626
2016-02-19,2017-02-12,2015-02-01,242.492
2017-02-13,2018-02-13,2015-02-01,242.359
2018-02-14,2019-02-10,2015-02-01,242.507
2019-02-11,2020-02-10,2015-02-01,242.618
2020-02-11,2023-01-02,2015-02-01,242.598
2015-04-17,2016-02-18,2015-03-01,241.519
2016-02-19,2017-02-12,2015-03-01,241.679
2017-02-13,2018-02-13,2015-03-01,241.703
2018-02-14,2019-02-10,2015-03-01,241.575
2019-02-11,2020-02-10,2015-03-01,241.695
2020-02-11,2023-01-02,2015-03-01,241.633
2015-05-22,2016-02-18,2015-04-01,241.100
2016-02-19,2017-02-12,2015-04-01,241.393
2017-02-13,2018-02-13,2015-04-01,241.304
2018-02-14,2019-02-10,2015-04-01,241.077
2019-02-11,2020-02-10,2015-04-01,241.120
2020-02-11,2023-01-02,2015-04-01,241.106
2015-06-18,2016-02-18,2015-05-01,240.730
2016-02-19,2017-02-12,2015-05-01,241.215
2017-02-13,2018-02-13,2015-05-01,241.199
2018-02-14,2019-02-10,2015-05-01,241.058
2019-02-11,2020-02-10,2015-05-01,241.164
2020-02-11,2023-01-02,2015-05-01,241.107
2015-07-17,2016-02-18,2015-06-01,241.584
2016-02-19,2017-02-12,2015-06-01,242.006
2017-02-13,2018-02-13,2015-06-01,242.071
2018-02-14,2020-02-10,2015-06-01,242.014
2020-02-11,2023-01-02,2015-06-01,241.922
2015-08-19,2016-02-18,2015-07-01,242.237
2016-02-19,2017-02-12,2015-07-01,242.333
2017-02-13,2018-02-13,2015-07-01,242.362
2018-02-14,2019-02-10,2015-07-01,242.269
2019-02-11,2020-02-10,2015-07-01,242.282
2020-02-11,2023-01-02,2015-07-01,242.250
2015-09-16,2016-02-18,2015-08-01,242.843
2016-02-19,2017-02-12,2015-08-01,242.799
2017-02-13,2018-02-13,2015-08-01,242.873
2018-02-14,2019-02-10,2015-08-01,242.831
2019-02-11,2020-02-10,2015-08-01,242.740
2020-02-11,2023-01-02,2015-08-01,242.864
2015-10-15,2016-02-18,2015-09-01,243.506
2016-02-19,2017-02-12,2015-09-01,243.219
2017-02-13,2018-02-13,2015-09-01,243.220
2018-02-14,2019-02-10,2015-09-01,243.213
2019-02-11,2020-02-10,2015-09-01,243.129
2020-02-11,2023-01-02,2015-09-01,243.198
2015-11-17,2016-02-18,2015-10-01,243.737
2016-02-19,2017-02-12,2015-10-01,243.182
2017-02-13,2018-02-13,2015-10-01,243.176
2018-02-14,2019-02-10,2015-10-01,243.304
2019-02-11,2020-02-10,2015-10-01,243.272
2020-02-11,2023-01-02,2015-10-01,243.284
2015-12-15,2016-02-18,2015-11-01,242.971
2016-02-19,2017-02-12,2015-11-01,242.547
2017-02-13,2018-02-13,2015-11-01,242.499
2018-02-14,2019-02-10,2015-11-01,242.603
2019-02-11,2020-02-10,2015-11-01,242.579
2020-02-11,2023-01-02,2015-11-01,242.606
2016-01-20,2016-02-18,2015-12-01,241.769
2016-02-19,2017-02-12,2015-12-01,241.666
2017-02-13,2018-02-13,2015-12-01,241.651
2018-02-14,2019-02-10,2015-12-01,241.850
2019-02-11,2020-02-10,2015-12-01,241.806
2020-02-11,2023-01-02,2015-12-01,241.880
2016-02-19,2017-02-12,2016-01-01,241.151
2017-02-13,2018-02-13,2016-01-01,241.249
2018-02-14,2019-02-10,2016-01-01,241.442
2019-02-11,2020-02-10,2016-01-01,241.376
2020-02-11,2021-02-07,2016-01-01,241.400
2021-02-08,2023-01-02,2016-01-01,241.558
2016-03-16,2017-02-12,2016-02-01,241.581
2017-02-13,2018-02-13,2016-02-01,241.401
2018-02-14,2019-02-10,2016-02-01,241.639
2019-02-11,2020-02-10,2016-02-01,241.737
2020-02-11,2021-02-07,2016-02-01,241.723
2021-02-08,2023-01-02,2016-02-01,241.741
2016-04-14,2017-02-12,2016-03-01,240.404
2017-02-13,2018-02-13,2016-03-01,240.499
2018-02-14,2019-02-10,2016-03-01,240.341
2019-02-11,2020-02-10,2016-03-01,240.455
2020-02-11,2021-02-07,2016-03-01,240.308
2021-02-08,2023-01-02,2016-03-01,240.414
2016-05-17,2017-02-12,2016-04-01,240.727
2017-02-13,2018-02-13,2016-04-01,240.690
2018-02-14,2019-02-10,2016-04-01,240.409
2019-02-11,2020-02-10,2016-04-01,240.429
2020-02-11,2021-02-07,2016-04-01,240.411
2021-02-08,2023-01-02,2016-04-01,240.341
2016-06-16,2017-02-12,2016-05-01,239.548
2017-02-13,2018-02-13,2016-05-01,239.607
2018-02-14,2019-02-10,2016-05-01,239.415
2019-02-11,2020-02-10,2016-05-01,239.546
2020-02-11,2021-02-07,2016-05-01,239.422
2021-02-08,2023-01-02,2016-05-01,239.348
2016-07-15,2017-02-12,2016-06-01,238.940
2017-02-13,2018-02-13,2016-06-01,239.079
2018-02-14,2019-02-10,2016-06-01,238.991
2019-02-11,2020-02-10,2016-06-01,238.936
2020-02-11,2021-02-07,2016-06-01,238.900
2021-02-08,2023-01-02,2016-06-01,238.763
2016-08-16,2017-02-12,2016-07-01,238.559
2017-02-13,2018-02-13,2016-07-01,238.619
2018-02-14,2019-02-10,2016-07-01,238.492
2019-02-11,2021-02-07,2016-07-01,238.469
2021-02-08,2023-01-02,2016-07-01,238.380
2016-09-16,2017-02-12,2016-08-01,238.162
2017-02-13,2018-02-13,2016-08-01,238.254
2018-02-14,2019-02-10,2016-08-01,238.198
2019-02-11,2020-02-10,2016-08-01,238.090
